bearing_id,condition_id,speed_rpm,load_kn,file_path,file_index,time_index,failure_time,rul,normalized_rul
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\32.csv,31,31,122,91,0.7459016393442623
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\33.csv,32,32,122,90,0.7377049180327869
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\34.csv,33,33,122,89,0.7295081967213115
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\35.csv,34,34,122,88,0.7213114754098361
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\36.csv,35,35,122,87,0.7131147540983607
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\37.csv,36,36,122,86,0.7049180327868853
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\38.csv,37,37,122,85,0.6967213114754098
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\39.csv,38,38,122,84,0.6885245901639344
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\40.csv,39,39,122,83,0.680327868852459
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\41.csv,40,40,122,82,0.6721311475409836
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\42.csv,41,41,122,81,0.6639344262295082
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\43.csv,42,42,122,80,0.6557377049180327
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\44.csv,43,43,122,79,0.6475409836065574
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\45.csv,44,44,122,78,0.639344262295082
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\46.csv,45,45,122,77,0.6311475409836066
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\47.csv,46,46,122,76,0.6229508196721312
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\48.csv,47,47,122,75,0.6147540983606558
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\49.csv,48,48,122,74,0.6065573770491803
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\50.csv,49,49,122,73,0.5983606557377049
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\51.csv,50,50,122,72,0.5901639344262295
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\52.csv,51,51,122,71,0.5819672131147541
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\53.csv,52,52,122,70,0.5737704918032787
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\54.csv,53,53,122,69,0.5655737704918032
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\55.csv,54,54,122,68,0.5573770491803278
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\56.csv,55,55,122,67,0.5491803278688525
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\57.csv,56,56,122,66,0.5409836065573771
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\58.csv,57,57,122,65,0.5327868852459017
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\59.csv,58,58,122,64,0.5245901639344263
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\60.csv,59,59,122,63,0.5163934426229508
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\61.csv,60,60,122,62,0.5081967213114754
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\62.csv,61,61,122,61,0.5
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\63.csv,62,62,122,60,0.4918032786885246
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\64.csv,63,63,122,59,0.48360655737704916
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\65.csv,64,64,122,58,0.47540983606557374
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\66.csv,65,65,122,57,0.4672131147540984
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\67.csv,66,66,122,56,0.45901639344262296
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\68.csv,67,67,122,55,0.45081967213114754
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\69.csv,68,68,122,54,0.4426229508196721
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\70.csv,69,69,122,53,0.4344262295081967
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\71.csv,70,70,122,52,0.4262295081967213
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\72.csv,71,71,122,51,0.4180327868852459
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\73.csv,72,72,122,50,0.4098360655737705
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\74.csv,73,73,122,49,0.4016393442622951
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\75.csv,74,74,122,48,0.39344262295081966
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\76.csv,75,75,122,47,0.38524590163934425
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\77.csv,76,76,122,46,0.3770491803278688
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\78.csv,77,77,122,45,0.36885245901639346
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\79.csv,78,78,122,44,0.36065573770491804
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\80.csv,79,79,122,43,0.3524590163934426
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\81.csv,80,80,122,42,0.3442622950819672
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\82.csv,81,81,122,41,0.3360655737704918
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\83.csv,82,82,122,40,0.32786885245901637
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\84.csv,83,83,122,39,0.319672131147541
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\85.csv,84,84,122,38,0.3114754098360656
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\86.csv,85,85,122,37,0.30327868852459017
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\87.csv,86,86,122,36,0.29508196721311475
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\88.csv,87,87,122,35,0.28688524590163933
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\89.csv,88,88,122,34,0.2786885245901639
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\90.csv,89,89,122,33,0.27049180327868855
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\91.csv,90,90,122,32,0.26229508196721313
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\92.csv,91,91,122,31,0.2540983606557377
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\93.csv,92,92,122,30,0.2459016393442623
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\94.csv,93,93,122,29,0.23770491803278687
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\95.csv,94,94,122,28,0.22950819672131148
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\96.csv,95,95,122,27,0.22131147540983606
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\97.csv,96,96,122,26,0.21311475409836064
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\98.csv,97,97,122,25,0.20491803278688525
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\99.csv,98,98,122,24,0.19672131147540983
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\100.csv,99,99,122,23,0.1885245901639344
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\101.csv,100,100,122,22,0.18032786885245902
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\102.csv,101,101,122,21,0.1721311475409836
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\103.csv,102,102,122,20,0.16393442622950818
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\104.csv,103,103,122,19,0.1557377049180328
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\105.csv,104,104,122,18,0.14754098360655737
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\106.csv,105,105,122,17,0.13934426229508196
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\107.csv,106,106,122,16,0.13114754098360656
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\108.csv,107,107,122,15,0.12295081967213115
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\109.csv,108,108,122,14,0.11475409836065574
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\110.csv,109,109,122,13,0.10655737704918032
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\111.csv,110,110,122,12,0.09836065573770492
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\112.csv,111,111,122,11,0.09016393442622951
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\113.csv,112,112,122,10,0.08196721311475409
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\114.csv,113,113,122,9,0.07377049180327869
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\115.csv,114,114,122,8,0.06557377049180328
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\116.csv,115,115,122,7,0.05737704918032787
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\117.csv,116,116,122,6,0.04918032786885246
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\118.csv,117,117,122,5,0.040983606557377046
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\119.csv,118,118,122,4,0.03278688524590164
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\120.csv,119,119,122,3,0.02459016393442623
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\121.csv,120,120,122,2,0.01639344262295082
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\122.csv,121,121,122,1,0.00819672131147541
C1_Bearing1_1,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_1\123.csv,122,122,122,0,0.0
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\1.csv,0,0,160,160,1.0
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\2.csv,1,1,160,159,0.99375
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\3.csv,2,2,160,158,0.9875
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\4.csv,3,3,160,157,0.98125
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\5.csv,4,4,160,156,0.975
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\6.csv,5,5,160,155,0.96875
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\7.csv,6,6,160,154,0.9625
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\8.csv,7,7,160,153,0.95625
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\9.csv,8,8,160,152,0.95
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\10.csv,9,9,160,151,0.94375
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\11.csv,10,10,160,150,0.9375
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\12.csv,11,11,160,149,0.93125
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\13.csv,12,12,160,148,0.925
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\14.csv,13,13,160,147,0.91875
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\15.csv,14,14,160,146,0.9125
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\16.csv,15,15,160,145,0.90625
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\17.csv,16,16,160,144,0.9
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\18.csv,17,17,160,143,0.89375
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\19.csv,18,18,160,142,0.8875
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\20.csv,19,19,160,141,0.88125
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\21.csv,20,20,160,140,0.875
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\22.csv,21,21,160,139,0.86875
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\23.csv,22,22,160,138,0.8625
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\24.csv,23,23,160,137,0.85625
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\25.csv,24,24,160,136,0.85
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\26.csv,25,25,160,135,0.84375
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\27.csv,26,26,160,134,0.8375
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\28.csv,27,27,160,133,0.83125
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\29.csv,28,28,160,132,0.825
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\30.csv,29,29,160,131,0.81875
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\31.csv,30,30,160,130,0.8125
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\32.csv,31,31,160,129,0.80625
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\33.csv,32,32,160,128,0.8
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\34.csv,33,33,160,127,0.79375
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\35.csv,34,34,160,126,0.7875
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\36.csv,35,35,160,125,0.78125
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\37.csv,36,36,160,124,0.775
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\38.csv,37,37,160,123,0.76875
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\39.csv,38,38,160,122,0.7625
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\40.csv,39,39,160,121,0.75625
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\41.csv,40,40,160,120,0.75
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\42.csv,41,41,160,119,0.74375
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\43.csv,42,42,160,118,0.7375
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\44.csv,43,43,160,117,0.73125
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\45.csv,44,44,160,116,0.725
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\46.csv,45,45,160,115,0.71875
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\47.csv,46,46,160,114,0.7125
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\48.csv,47,47,160,113,0.70625
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\49.csv,48,48,160,112,0.7
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\50.csv,49,49,160,111,0.69375
C1_Bearing1_2,C1,2100.0,12.0,data\XJTU-SY_Bearing_Datasets\35Hz12kN\Bearing1_2\51.csv,50,50,160,110,0.6875
